id	occurrenceID	measurementType	measurementTypeID	measurementValue	measurementUnit	measurementUnitID
HAEDAT:UY-02:UY-19-002	HAEDAT:UY-02:UY-19-002:causative:11949	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1100	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GR-01:GR-19-001	HAEDAT:GR-01:GR-19-001:causative:11951	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GR-01:GR-19-003	HAEDAT:GR-01:GR-19-003:causative:11953	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GR-01:GR-18-001	HAEDAT:GR-01:GR-18-001:causative:11955	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2x10^5	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GR-01:GR-17-001	HAEDAT:GR-01:GR-17-001:causative:11957	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.9x10^4	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GR-06:GR-17-002	HAEDAT:GR-06:GR-17-002:causative:11958	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	237x10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ITA-018:ITA-06-001	HAEDAT:ITA-018:ITA-06-001:causative:12085	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2240 cell/L	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:ITA-003:ITA-90-002	HAEDAT:ITA-003:ITA-90-002:causative:12103	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3400	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GR-06:GR-14-001	HAEDAT:GR-06:GR-14-001:causative:12124	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3.3*10^6	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-15:GB-18-001	HAEDAT:GB-15:GB-18-001:causative:12125	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	167625	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-16:GB-18-001	HAEDAT:GB-16:GB-18-001:causative:12125	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	167625	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-17:GB-18-001	HAEDAT:GB-17:GB-18-001:causative:12125	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	167625	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-18:GB-18-001	HAEDAT:GB-18:GB-18-001:causative:12125	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	167625	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-19:GB-18-001	HAEDAT:GB-19:GB-18-001:causative:12125	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	167625	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-21:GB-18-002	HAEDAT:GB-21:GB-18-002:causative:12129	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	42801	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-07:GB-18-004	HAEDAT:GB-07:GB-18-004:causative:12130	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-08:GB-18-004	HAEDAT:GB-08:GB-18-004:causative:12130	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-25:GB-18-005	HAEDAT:GB-25:GB-18-005:causative:12131	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	820	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-17:GB-18-007	HAEDAT:GB-17:GB-18-007:causative:12132	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	11540	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-17:GB-18-010	HAEDAT:GB-17:GB-18-010:causative:12135	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:GB-18:GB-18-010	HAEDAT:GB-18:GB-18-010:causative:12135	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-03:NO-18-014	HAEDAT:NO-03:NO-18-014:causative:12136	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	240	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-02:NO-18-015	HAEDAT:NO-02:NO-18-015:causative:12137	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1040	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-07:NO-18-016	HAEDAT:NO-07:NO-18-016:causative:12138	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	280	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-11:NO-18-017	HAEDAT:NO-11:NO-18-017:causative:12140	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	240	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-07:NO-18-018	HAEDAT:NO-07:NO-18-018:causative:12141	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1560	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-07:NO-18-018	HAEDAT:NO-07:NO-18-018:causative:12142	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	360	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-02:NO-18-019	HAEDAT:NO-02:NO-18-019:causative:12143	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1980	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:NO-02:NO-18-019	HAEDAT:NO-02:NO-18-019:causative:12144	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-08:US-19-004	HAEDAT:US-08:US-19-004:causative:12326	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	756	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-08:US-19-005	HAEDAT:US-08:US-19-005:causative:12172	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-08:US-19-006	HAEDAT:US-08:US-19-006:causative:12347	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	30951000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-08:US-19-007	HAEDAT:US-08:US-19-007:causative:12345	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	25000000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-01:US-19-008	HAEDAT:US-01:US-19-008:causative:12183	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1740	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-02:US-19-009	HAEDAT:US-02:US-19-009:causative:12184	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1740	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-03:US-19-010	HAEDAT:US-03:US-19-010:causative:12185	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1740	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-01:US-19-011	HAEDAT:US-01:US-19-011:causative:12348	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	21870	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-04-001	HAEDAT:MY-6:MY-04-001:causative:12188	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	15600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-04-002	HAEDAT:MY-6:MY-04-002:causative:12189	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	26200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-04-003	HAEDAT:MY-6:MY-04-003:causative:12190	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	132200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-04-004	HAEDAT:MY-6:MY-04-004:causative:12191	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	9933	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-04-005	HAEDAT:MY-6:MY-04-005:causative:12196	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	11200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-04-006	HAEDAT:MY-6:MY-04-006:causative:12195	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	6133	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-05-001	HAEDAT:MY-6:MY-05-001:causative:12194	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1386000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-9:MY-18-001	HAEDAT:MY-9:MY-18-001:causative:12219	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2500000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-06-001	HAEDAT:MY-6:MY-06-001:causative:12198	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	6160	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-07-001	HAEDAT:MY-6:MY-07-001:causative:12199	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	29480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-07-002	HAEDAT:MY-6:MY-07-002:causative:12200	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	9453	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-07-003	HAEDAT:MY-6:MY-07-003:causative:12201	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	7107	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-08-001	HAEDAT:MY-6:MY-08-001:causative:12203	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	11520	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-002	HAEDAT:MY-6:MY-09-002:causative:12204	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	43600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-003	HAEDAT:MY-6:MY-09-003:causative:12206	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	14480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-004	HAEDAT:MY-6:MY-09-004:causative:12208	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	36933	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-005	HAEDAT:MY-6:MY-09-005:causative:12210	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	16933	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-006	HAEDAT:MY-6:MY-09-006:causative:12211	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3867	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-007	HAEDAT:MY-6:MY-09-007:causative:12213	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	3680	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-008	HAEDAT:MY-6:MY-09-008:causative:12214	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	25293	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-009	HAEDAT:MY-6:MY-09-009:causative:12217	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1303867	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-09-010	HAEDAT:MY-6:MY-09-010:causative:12218	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	7580	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-12-001	HAEDAT:MY-6:MY-12-001:causative:12220	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	20120	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-12-002	HAEDAT:MY-6:MY-12-002:causative:12221	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	920	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-12-003	HAEDAT:MY-6:MY-12-003:causative:12222	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1134400	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-12-004	HAEDAT:MY-6:MY-12-004:causative:12223	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	420200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-13-002	HAEDAT:MY-6:MY-13-002:causative:12224	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	251800	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:MY-6:MY-13-003	HAEDAT:MY-6:MY-13-003:causative:12225	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	472800	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-01:PT-19-001	HAEDAT:PT-01:PT-19-001:causative:12386	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	118080	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-19-002	HAEDAT:PT-03:PT-19-002:causative:12395	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	309104	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-01:PT-19-004	HAEDAT:PT-01:PT-19-004:causative:12385	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1480	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-19-006	HAEDAT:PT-02:PT-19-006:causative:12394	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5280	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-01:PT-19-007	HAEDAT:PT-01:PT-19-007:causative:12384	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2980	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-02:PT-19-008	HAEDAT:PT-02:PT-19-008:causative:12393	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	11160	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-19-009	HAEDAT:PT-03:PT-19-009:causative:12383	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	320	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-19-010	HAEDAT:PT-03:PT-19-010:causative:12382	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-03:PT-19-011	HAEDAT:PT-03:PT-19-011:causative:12381	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	280	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-19-012	HAEDAT:PT-04:PT-19-012:causative:12380	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	6440	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:DK-07:DK-18-001	HAEDAT:DK-07:DK-18-001:causative:12258	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:DK-04:DK-18-002	HAEDAT:DK-04:DK-18-002:causative:12261	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4400000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:DK-04:DK-19-001	HAEDAT:DK-04:DK-19-001:causative:14143	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1300000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-16-038	HAEDAT:US-16:US-16-038:causative:12271	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	947,833	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-15:US-98-044	HAEDAT:US-15:US-98-044:causative:12739	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	68,300,000 cells/L	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-15:US-01-024	HAEDAT:US-15:US-01-024:causative:12744	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	105,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-16-039	HAEDAT:US-16:US-16-039:causative:12296	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	947833	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-27:US-19-012	HAEDAT:US-27:US-19-012:causative:12306	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	8,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-19-016	HAEDAT:PT-04:PT-19-016:causative:12392	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2900	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-19-016	HAEDAT:PT-05:PT-19-016:causative:12392	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2900	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-19-018	HAEDAT:PT-04:PT-19-018:causative:12379	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	400	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-19-019	HAEDAT:PT-04:PT-19-019:causative:12378	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-04:PT-19-020	HAEDAT:PT-04:PT-19-020:causative:12391	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2320	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-19-021	HAEDAT:PT-05:PT-19-021:causative:12390	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1560	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-15:US-19-017	HAEDAT:US-15:US-19-017:causative:12321	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,557,768	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-15:US-19-018	HAEDAT:US-15:US-19-018:causative:12349	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	>200,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-19-019	HAEDAT:US-16:US-19-019:causative:12324	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	323,427	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-16:US-19-020	HAEDAT:US-16:US-19-020:causative:12787	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	77,295,560	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-10:US-19-021	HAEDAT:US-10:US-19-021:causative:12350	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	2156000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-01:US-19-022	HAEDAT:US-01:US-19-022:causative:12330	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	63,750	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:US-07:US-19-027	HAEDAT:US-07:US-19-027:causative:12351	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	92	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-19-022	HAEDAT:PT-05:PT-19-022:causative:12389	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	200	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-05:PT-19-022	HAEDAT:PT-05:PT-19-022:causative:12388	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	360	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-19-025	HAEDAT:PT-06:PT-19-025:causative:12366	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1060	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-19-026	HAEDAT:PT-06:PT-19-026:causative:12363	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1700	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-19-026	HAEDAT:PT-07:PT-19-026:causative:12363	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1700	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-19-028	HAEDAT:PT-07:PT-19-028:causative:12364	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	320	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-19-029	HAEDAT:PT-07:PT-19-029:causative:12365	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1760	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-19-031	HAEDAT:PT-07:PT-19-031:causative:13036	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	662400	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-19-033	HAEDAT:PT-07:PT-19-033:causative:12373	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	399220	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-07:PT-19-034	HAEDAT:PT-07:PT-19-034:causative:12371	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	188600	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:PT-06:PT-19-037	HAEDAT:PT-06:PT-19-037:causative:12376	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	348500	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-002	HAEDAT:JP-05:JP-19-002:causative:12471	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	10620000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-001	HAEDAT:JP-05:JP-19-001:causative:12469	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	40700000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-003	HAEDAT:JP-05:JP-19-003:causative:12468	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	5600000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-001	HAEDAT:JP-05:JP-19-001:causative:12470	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	7120000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-004	HAEDAT:JP-05:JP-19-004:causative:12472	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	896000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-005	HAEDAT:JP-05:JP-19-005:causative:12473	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	4330000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-006	HAEDAT:JP-05:JP-19-006:causative:12474	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	66,000,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-007	HAEDAT:JP-05:JP-19-007:causative:12475	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	210,500,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
HAEDAT:JP-05:JP-19-008	HAEDAT:JP-05:JP-19-008:causative:12476	abundance	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/	1,250,000	cells per litre	http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
