id	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	occurrenceRemarks	organismQuantity	organismQuantityType	occurrenceStatus	eventID	scientificNameID	scientificName
HAEDAT:ES-08:ES-18-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-18-019:causative:10498	St: P7  (Ria of Pontevedra) Date: 17/07/2018	1548855	cells per litre	present	HAEDAT:ES-08:ES-18-019		Alexandrium minutum
HAEDAT:ES-08:ES-18-020	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-18-020:causative:10499	St: B1 (Ria de Baiona) Date: 10/07/2018	60844	cells per litre	present	HAEDAT:ES-08:ES-18-020		Alexandrium minutum
HAEDAT:ES-22:ES-17-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-22:ES-17-008:causative:10501	8.8 milions cells g fresh weight macroalga	22900	cells per litre	present	HAEDAT:ES-22:ES-17-008		Ostreopsis ovata
HAEDAT:ES-22:ES-18-021	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-22:ES-18-021:causative:10502	2.5 milions cells g fresh weight macroalga	195000	cells per litre	present	HAEDAT:ES-22:ES-18-021		Ostreopsis ovata
HAEDAT:SI-02:SI-11-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-11-002:causative:10840	2011-10-28	200	cells per litre	present	HAEDAT:SI-02:SI-11-002		Dinophysis spp.
HAEDAT:SI-02:SI-09-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-09-004:causative:10885		160	cells per litre	present	HAEDAT:SI-02:SI-09-004		Dinophysis spp.
HAEDAT:SI-02:SI-09-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-09-003:causative:11070		350	cells per litre	present	HAEDAT:SI-02:SI-09-003		Dinophysis sacculus
HAEDAT:SI-02:SI-09-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-09-003:causative:11071		50	cells per litre	present	HAEDAT:SI-02:SI-09-003		Phalacroma rotundatum (Claparède et Lachmann) Kofoid et Michener 1911
HAEDAT:SI-02:SI-06-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-06-004:causative:10883		120	cells per litre	present	HAEDAT:SI-02:SI-06-004		Dinophysis spp.
HAEDAT:SI-02:SI-08-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-08-002:causative:11087		80	cells per litre	present	HAEDAT:SI-02:SI-08-002		Dinophysis caudata
HAEDAT:SI-02:SI-08-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-08-002:causative:11086		50	cells per litre	present	HAEDAT:SI-02:SI-08-002		Dinophysis sacculus
HAEDAT:SI-02:SI-10-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-004:causative:10849	2010-06-23	550	cells per litre	present	HAEDAT:SI-02:SI-10-004		Dinophysis caudata
HAEDAT:SI-02:SI-10-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-005:causative:10847	2010-09-15	720	cells per litre	present	HAEDAT:SI-02:SI-10-005		Dinophysis fortii
HAEDAT:SI-02:SI-10-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-005:causative:10848	2010-09-15	330	cells per litre	present	HAEDAT:SI-02:SI-10-005		Dinophysis caudata
HAEDAT:SI-03:SI-09-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-09-005:causative:11082		70	cells per litre	present	HAEDAT:SI-03:SI-09-005		Dinophysis caudata
HAEDAT:SI-03:SI-09-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-09-005:causative:11081		260	cells per litre	present	HAEDAT:SI-03:SI-09-005		Dinophysis sacculus
HAEDAT:SI-03:SI-10-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-006:causative:10818	2010-06-23	630	cells per litre	present	HAEDAT:SI-03:SI-10-006		Dinophysis caudata
HAEDAT:SI-03:SI-10-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-007:causative:10819	2010-09-15	2000	cells per litre	present	HAEDAT:SI-03:SI-10-007		Dinophysis fortii
HAEDAT:SI-02:SI-05-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-05-001:causative:10999		290	cells per litre	present	HAEDAT:SI-02:SI-05-001		Lingulodinium polyedra (F.Stein) J.D.Dodge, 1989
HAEDAT:SI-01:SI-07-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-07-005:causative:10995		500	cells per litre	present	HAEDAT:SI-01:SI-07-005		Alexandrium minutum
HAEDAT:SI-01:SI-07-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-07-005:causative:10994		250	cells per litre	present	HAEDAT:SI-01:SI-07-005		Alexandrium spp.
HAEDAT:MAD-01:MDG-18-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:MAD-01:MDG-18-002:causative:10518				present	HAEDAT:MAD-01:MDG-18-002		Ostreopsis spp.
HAEDAT:SI-03:SI-08-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-08-005:causative:10993		250	cells per litre	present	HAEDAT:SI-03:SI-08-005		Alexandrium spp.
HAEDAT:SI-03:SI-08-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-08-005:causative:10992		270	cells per litre	present	HAEDAT:SI-03:SI-08-005		Alexandrium minutum
HAEDAT:SI-01:SI-08-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-08-006:causative:10991		385	cells per litre	present	HAEDAT:SI-01:SI-08-006		Alexandrium spp.
HAEDAT:SI-01:SI-09-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-006:causative:11084		480	cells per litre	present	HAEDAT:SI-01:SI-09-006		Dinophysis sacculus
HAEDAT:SI-01:SI-09-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-006:causative:11083		1260	cells per litre	present	HAEDAT:SI-01:SI-09-006		Lingulodinium polyedra
HAEDAT:SI-01:SI-09-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-006:causative:11085		50	cells per litre	present	HAEDAT:SI-01:SI-09-006		Dinophysis caudata
HAEDAT:UY-01:UY-19-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:UY-01:UY-19-001:causative:12973	scum because high densities			present	HAEDAT:UY-01:UY-19-001		Microcystis aeruginosa
HAEDAT:UY-02:UY-19-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:UY-02:UY-19-001:causative:12973	scum because high densities			present	HAEDAT:UY-02:UY-19-001		Microcystis aeruginosa
HAEDAT:SI-01:SI-09-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-009:causative:11101		250	cells per litre	present	HAEDAT:SI-01:SI-09-009		Alexandrium pseudogonyaulax
HAEDAT:SI-01:SI-09-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-009:causative:11100		80	cells per litre	present	HAEDAT:SI-01:SI-09-009		Dinophysis sacculus
HAEDAT:SI-01:SI-09-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-009:causative:11099		70	cells per litre	present	HAEDAT:SI-01:SI-09-009		Dinophysis caudata
HAEDAT:SI-01:SI-09-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-009:causative:11098		150	cells per litre	present	HAEDAT:SI-01:SI-09-009		Lingulodinium polyedra
HAEDAT:SI-01:SI-09-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-011:causative:10983		375	cells per litre	present	HAEDAT:SI-01:SI-09-011		Alexandrium minutum
HAEDAT:SI-01:SI-09-011	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-09-011:causative:10982		120	cells per litre	present	HAEDAT:SI-01:SI-09-011		Dinophysis caudata
HAEDAT:SI-01:SI-10-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-10-008:causative:10984		430	cells per litre	present	HAEDAT:SI-01:SI-10-008		Dinophysis caudata
HAEDAT:SI-02:SI-10-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-009:causative:10981		145	cells per litre	present	HAEDAT:SI-02:SI-10-009		Alexandrium minutum
HAEDAT:SI-02:SI-10-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-009:causative:10980		580	cells per litre	present	HAEDAT:SI-02:SI-10-009		Lingulodinium polyedra
HAEDAT:SI-03:SI-10-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-010:causative:11096		895	cells per litre	present	HAEDAT:SI-03:SI-10-010		Alexandrium minutum
HAEDAT:SI-03:SI-10-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-010:causative:11097		67000	cells per litre	present	HAEDAT:SI-03:SI-10-010		Pseudo-nitzschia calliantha
HAEDAT:SI-02:SI-10-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-012:causative:10976		380	cells per litre	present	HAEDAT:SI-02:SI-10-012		Dinophysis caudata
HAEDAT:SI-02:SI-10-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-012:causative:10975		670500	cells per litre	present	HAEDAT:SI-02:SI-10-012		Pseudo-nitzschia calliantha
HAEDAT:SI-01:SI-10-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-10-013:causative:11063		5088000	cells per litre	present	HAEDAT:SI-01:SI-10-013		Pseudo-nitzschia calliantha
HAEDAT:SI-01:SI-10-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-10-013:causative:11064		80	cells per litre	present	HAEDAT:SI-01:SI-10-013		Dinophysis spp.
HAEDAT:SI-03:SI-10-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-014:causative:11062		70	cells per litre	present	HAEDAT:SI-03:SI-10-014		Dinophysis fortii
HAEDAT:SI-03:SI-10-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-014:causative:11061		4002000	cells per litre	present	HAEDAT:SI-03:SI-10-014		Pseudo-nitzschia calliantha
HAEDAT:SI-03:SI-10-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-014:causative:11060		40	cells per litre	present	HAEDAT:SI-03:SI-10-014		Dinophysis spp.
HAEDAT:SI-03:SI-10-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-014:causative:11059		50	cells per litre	present	HAEDAT:SI-03:SI-10-014		Dinophysis tripos
HAEDAT:SI-01:SI-10-016	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-10-016:causative:11054		6308000	cells per litre	present	HAEDAT:SI-01:SI-10-016		Pseudo-nitzschia calliantha
HAEDAT:SI-03:SI-10-022	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-022:causative:10969		1790	cells per litre	present	HAEDAT:SI-03:SI-10-022		Lingulodinium polyedra
HAEDAT:SI-03:SI-10-022	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-022:causative:10968		1695	cells per litre	present	HAEDAT:SI-03:SI-10-022		Alexandrium minutum
HAEDAT:SI-03:SI-10-022	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-022:causative:10970		110	cells per litre	present	HAEDAT:SI-03:SI-10-022		Dinophysis spp.
HAEDAT:SI-01:SI-10-023	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-10-023:causative:10967		385	cells per litre	present	HAEDAT:SI-01:SI-10-023		Alexandrium minutum
HAEDAT:SI-01:SI-10-023	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-10-023:causative:10966		1100	cells per litre	present	HAEDAT:SI-01:SI-10-023		Lingulodinium polyedra
HAEDAT:SI-02:SI-10-024	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-024:causative:10894		520	cells per litre	present	HAEDAT:SI-02:SI-10-024		Alexandrium minutum
HAEDAT:SI-02:SI-10-024	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-10-024:causative:10893		770	cells per litre	present	HAEDAT:SI-02:SI-10-024		Lingulodinium polyedra
HAEDAT:SI-03:SI-10-026	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-026:causative:10959		630	cells per litre	present	HAEDAT:SI-03:SI-10-026		Dinophysis caudata
HAEDAT:SI-03:SI-10-026	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-026:causative:10958		300	cells per litre	present	HAEDAT:SI-03:SI-10-026		Alexandrium pseudogonyaulax
HAEDAT:SI-03:SI-10-027	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-027:causative:10957		560	cells per litre	present	HAEDAT:SI-03:SI-10-027		Dinophysis caudata
HAEDAT:SI-03:SI-10-027	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-027:causative:10956		514500	cells per litre	present	HAEDAT:SI-03:SI-10-027		Pseudo-nitzschia calliantha
HAEDAT:SI-03:SI-10-027	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-027:causative:10955		135	cells per litre	present	HAEDAT:SI-03:SI-10-027		Alexandrium minutum
HAEDAT:SI-03:SI-10-029	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-029:causative:11047		2000	cells per litre	present	HAEDAT:SI-03:SI-10-029		Dinophysis fortii
HAEDAT:SI-03:SI-10-029	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-10-029:causative:11048		100	cells per litre	present	HAEDAT:SI-03:SI-10-029		Dinophysis spp.
HAEDAT:SI-01:SI-11-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-11-004:causative:10953		120	cells per litre	present	HAEDAT:SI-01:SI-11-004		Dinophysis rotundata
HAEDAT:SI-01:SI-11-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-11-004:causative:10952		90	cells per litre	present	HAEDAT:SI-01:SI-11-004		Dinophysis tripos
HAEDAT:SI-01:SI-11-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-11-004:causative:10951		100	cells per litre	present	HAEDAT:SI-01:SI-11-004		Dinophysis fortii
HAEDAT:SI-01:SI-11-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-11-004:causative:10950		40	cells per litre	present	HAEDAT:SI-01:SI-11-004	urn:lsid:marinespecies.org:taxname:109642	Dinophysis ovum Schütt sensu Martin 1929
HAEDAT:SI-01:SI-11-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-11-004:causative:10949		30	cells per litre	present	HAEDAT:SI-01:SI-11-004		Dinophysis caudata
HAEDAT:SI-01:SI-11-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-11-004:causative:10948		40	cells per litre	present	HAEDAT:SI-01:SI-11-004		Dinophysis spp.
HAEDAT:SI-01:SI-12-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-12-002:causative:10947		736000	cells per litre	present	HAEDAT:SI-01:SI-12-002		Pseudo-nitzschia calliantha
HAEDAT:SI-02:SI-12-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-12-003:causative:10946		460	cells per litre	present	HAEDAT:SI-02:SI-12-003		Dinophysis sacculus
HAEDAT:SI-01:SI-12-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-12-004:causative:10945		320	cells per litre	present	HAEDAT:SI-01:SI-12-004		Dinophysis sacculus
HAEDAT:SI-02:SI-13-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-13-009:causative:10940		600	cells per litre	present	HAEDAT:SI-02:SI-13-009		Alexandrium minutum
HAEDAT:SI-02:SI-14-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-14-001:causative:10939		90	cells per litre	present	HAEDAT:SI-02:SI-14-001		Lingulodinium polyedra
HAEDAT:SI-02:SI-14-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-14-001:causative:10938		120	cells per litre	present	HAEDAT:SI-02:SI-14-001		Dinophysis sacculus
HAEDAT:SI-02:SI-14-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-14-001:causative:10937		510	cells per litre	present	HAEDAT:SI-02:SI-14-001		Alexandrium pseudogonyaulax
HAEDAT:SI-01:SI-14-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-002:causative:10615		1030	cells per litre	present	HAEDAT:SI-01:SI-14-002		Alexandrium pseudogonyaulax
HAEDAT:SI-01:SI-14-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-002:causative:10616		375	cells per litre	present	HAEDAT:SI-01:SI-14-002		Alexandrium minutum
HAEDAT:SI-01:SI-14-002	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-002:causative:10617		110	cells per litre	present	HAEDAT:SI-01:SI-14-002		Lingulodinium polyedra
HAEDAT:SI-03:SI-14-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-003:causative:10936		120	cells per litre	present	HAEDAT:SI-03:SI-14-003		Dinophysis sacculus
HAEDAT:SI-03:SI-14-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-003:causative:10935		120	cells per litre	present	HAEDAT:SI-03:SI-14-003		Alexandrium minutum
HAEDAT:SI-03:SI-14-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-003:causative:10934		200	cells per litre	present	HAEDAT:SI-03:SI-14-003		Alexandrium insuetum Balech 1985
HAEDAT:SI-03:SI-14-003	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-003:causative:10933		710	cells per litre	present	HAEDAT:SI-03:SI-14-003		Alexandrium pseudogonyaulax
HAEDAT:SI-03:SI-14-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-004:causative:10932		70	cells per litre	present	HAEDAT:SI-03:SI-14-004		Lingulodinium polyedra
HAEDAT:SI-03:SI-14-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-004:causative:10931		80	cells per litre	present	HAEDAT:SI-03:SI-14-004		Alexandrium insuetum Balech 1985
HAEDAT:SI-03:SI-14-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-004:causative:10930		570	cells per litre	present	HAEDAT:SI-03:SI-14-004		Alexandrium pseudogonyaulax
HAEDAT:SI-02:SI-14-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-14-006:causative:10929		190	cells per litre	present	HAEDAT:SI-02:SI-14-006		Lingulodinium polyedra
HAEDAT:SI-02:SI-14-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-14-006:causative:10928		190	cells per litre	present	HAEDAT:SI-02:SI-14-006		Dinophysis sacculus
HAEDAT:SI-02:SI-14-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-14-006:causative:10927		150	cells per litre	present	HAEDAT:SI-02:SI-14-006		Alexandrium minutum
HAEDAT:SI-02:SI-14-006	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-14-006:causative:10926		370	cells per litre	present	HAEDAT:SI-02:SI-14-006		Alexandrium pseudogonyaulax
HAEDAT:SI-03:SI-14-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-14-007:causative:10925		590	cells per litre	present	HAEDAT:SI-03:SI-14-007		Lingulodinium polyedra
HAEDAT:SI-01:SI-14-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-008:causative:10634		290	cells per litre	present	HAEDAT:SI-01:SI-14-008		Lingulodinium polyedra
HAEDAT:SI-01:SI-14-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-008:causative:10635		130	cells per litre	present	HAEDAT:SI-01:SI-14-008		Protoceratium reticulatum
HAEDAT:SI-01:SI-14-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-008:causative:10636		140	cells per litre	present	HAEDAT:SI-01:SI-14-008		Dinophysis sacculus
HAEDAT:SI-01:SI-14-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-008:causative:10637		125	cells per litre	present	HAEDAT:SI-01:SI-14-008		Alexandrium minutum
HAEDAT:SI-01:SI-14-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-009:causative:10924		180	cells per litre	present	HAEDAT:SI-01:SI-14-009		Lingulodinium polyedra
HAEDAT:SI-01:SI-14-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-14-009:causative:10923		370	cells per litre	present	HAEDAT:SI-01:SI-14-009		Dinophysis sacculus
HAEDAT:CA-28:CA-93-004	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CA-28:CA-93-004:causative:10640	More than 40,000 cells per mussel	2,000	cells per litre	present	HAEDAT:CA-28:CA-93-004		Dinophysis norvegica
HAEDAT:CA-28:CA-94-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CA-28:CA-94-001:causative:10644				present	HAEDAT:CA-28:CA-94-001		Dinophysis norvegica
HAEDAT:CA-28:CA-94-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CA-28:CA-94-001:causative:10643				present	HAEDAT:CA-28:CA-94-001		Prorocentrum sp.
HAEDAT:CA-26:CA-01-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:CA-26:CA-01-010:causative:10647				present	HAEDAT:CA-26:CA-01-010		Pseudo-nitzschia seriata
HAEDAT:SI-02:SI-15-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-15-007:causative:10920		1180	cells per litre	present	HAEDAT:SI-02:SI-15-007		Alexandrium minutum
HAEDAT:SI-02:SI-15-007	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-15-007:causative:10921		250	cells per litre	present	HAEDAT:SI-02:SI-15-007		Alexandrium insuetum Balech 1985
HAEDAT:SI-03:SI-15-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-15-008:causative:10919		340	cells per litre	present	HAEDAT:SI-03:SI-15-008		Lingulodinium polyedra
HAEDAT:SI-03:SI-15-008	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-15-008:causative:10918		480	cells per litre	present	HAEDAT:SI-03:SI-15-008		Alexandrium insuetum Balech 1985
HAEDAT:SI-01:SI-15-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-15-009:causative:10917		424000	cells per litre	present	HAEDAT:SI-01:SI-15-009		Pseudo-nitzschia calliantha
HAEDAT:SI-01:SI-15-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-15-009:causative:10916		120	cells per litre	present	HAEDAT:SI-01:SI-15-009		Lingulodinium polyedra
HAEDAT:SI-01:SI-15-009	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-15-009:causative:10915		250	cells per litre	present	HAEDAT:SI-01:SI-15-009		Dinophysis fortii
HAEDAT:SI-01:SI-15-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-15-010:causative:10914		100	cells per litre	present	HAEDAT:SI-01:SI-15-010		Dinophysis caudata
HAEDAT:SI-01:SI-15-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-15-010:causative:10913		390	cells per litre	present	HAEDAT:SI-01:SI-15-010		Dinophysis fortii
HAEDAT:SI-03:SI-15-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-15-012:causative:10911		890	cells per litre	present	HAEDAT:SI-03:SI-15-012		Lingulodinium polyedra
HAEDAT:SI-01:SI-15-013	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-15-013:causative:10899		560000	cells per litre	present	HAEDAT:SI-01:SI-15-013		Pseudo-nitzschia spp.
HAEDAT:SI-01:SI-15-014	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-01:SI-15-014:causative:10898		738750	cells per litre	present	HAEDAT:SI-01:SI-15-014		Pseudo-nitzschia calliantha
HAEDAT:SI-02:SI-16-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-16-005:causative:10907		70	cells per litre	present	HAEDAT:SI-02:SI-16-005		Phalacroma rotundatum (Claparède et Lachmann) Kofoid et Michener 1911
HAEDAT:SI-02:SI-16-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-02:SI-16-005:causative:10906		480	cells per litre	present	HAEDAT:SI-02:SI-16-005		Dinophysis diegensis Kofoid 1907
HAEDAT:US-08:US-18-032	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:US-08:US-18-032:causative:10668		622,173,500	cells per litre	present	HAEDAT:US-08:US-18-032		Aureococcus anophagefferens
HAEDAT:SI-03:SI-17-005	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:SI-03:SI-17-005:causative:10903		280	cells per litre	present	HAEDAT:SI-03:SI-17-005		Alexandrium insuetum Balech 1985
